Sentences,path
Бұл тақырыптар бүгін елордада басталған Каспий өңіріндегі мұнай компанияларының тұңғыш « ЭсПиИ » симпозиумында талқыланды .,audio2/4915.wav
Бұл тақырыптар бүгін елордада басталған Каспий өңіріндегі мұнай компанияларының тұңғыш SPE симпозиумында талқыланды .,audio2/4916.wav
"Сондай-ақ , өкінішке орай , біздің экономикамыздың шикізаттық емес секторларына тікелей шетелдік инвестициялар .",audio2/4917.wav
Үлкен дүниелер жасалғалы жатыр екен .,audio2/4918.wav
"Кешелі бері тоқтаусыз жауғандықтан , он шақырым жол қар астында қалды .",audio2/4919.wav
Не себепті екенін әлі айтқан жоқ .,audio2/4920.wav
"Мәжіліс төрағасы Нұрлан Нығматулиннің айтуынша , маусым басынан жетпіс жеті заң жобасы қаралса , оның отыз алтысы мақұлданған .",audio2/4921.wav
"Мәселен , ағымдағы жылдың алғашқы аптасында қарақұмық бір процентке , ал жұмыртқа нөл бүтін оннан жеті процентке өсті .",audio2/4922.wav
Ал неге қазақстандық агенттіктердің де қызметін пайдаланбасқа ?,audio2/4923.wav
Десе де ердің қайсарлығы елеусіз қалмақ емес .,audio2/4924.wav
« Білім » — бұл ауыл мектептерінің оқушыларын Ұлттық бірыңғай тестілеуге дайындау .,audio2/4925.wav
— Біз барлығымыз қауіпсіз болашаққа апаратын жол картасы ретінде .,audio2/4926.wav
Бұл шудан кейін ыдыстар қайта-қайта жуылғанын аңғардық .,audio2/4927.wav
Сонымен бірге жеңілдікпен несие алу үшін өтінімді бере алады .,audio2/4928.wav
"Мемлекет басшысы халықаралық қауымдастық назарын Қазақстанға ғана емес , Орталық Азиядағы өзекті мәселелерге аударды .",audio2/4929.wav
Сондықтан ауыр жүк көліктері жүз елу шақырым жерді айналып өтуге мәжбүр .,audio2/4930.wav
Қазан айында Шымкентте де енгізіп көрмек .,audio2/4931.wav
Ертең мынау болады .,audio2/4932.wav
Дегенмен құзырлы органдар да қол қусырып қарап отырған жоқ .,audio2/4933.wav
Былғары қолғап шеберлерімізді әлем біледі .,audio2/4934.wav
Июль айында Германияға жібердік .,audio2/4935.wav
Тек жауынгерлердің күнделікті қолданған заттары қойылған .,audio2/4936.wav
Алда оларды жаңа белестер күтеді .,audio2/4937.wav
Байқоңырда биыл бес көпқабатты тұрғын үй бой көтереді .,audio2/4938.wav
Жұмыссыздар арасында діни ақпараттық түсіндіру жұмыстарын күшейту .,audio2/4939.wav
Бірақ ақшасын қайтара алмай жатыр .,audio2/4940.wav
Басым көпшілігі келген азаматтар олар Нұр-Сұлтан қаласының тұрғындары және транзиттікілер бар .,audio2/4941.wav
Қан тапсыру үшін Алматы қаласының тұрғындары Бұқар жырау көшесінде орналасқан қан орталығына баруына болады .,audio2/4942.wav
Соңғысы азаматтардың арнайы шотына жиналған қаржы есебінен жүзеге асырылады .,audio2/4943.wav
"Бірақ , өкінішке орай , ( іі ) осындай жағдай орын алды .",audio2/4944.wav
Өз кезегінде қарызын қайтара алмаған компанияны банк сотқа сүйрейді .,audio2/4945.wav
Мен полицияға бұл проблеманы жоюды міндеттеймін .,audio2/4946.wav
Кешелі бері ел ішінде қызу талқыланып жатқан браконьерлердің әрекетіне қайта оралсақ .,audio2/4947.wav
"Қыста жеміс-жидек , көкөніс бағасының қымбаттайтынына көпшіліктің еті үйренген ; « баға шарықтапты » десе , көпшілік мұны маусымдық құбылысқа балайды .",audio2/4948.wav
"« Ұшақ көкке көтеріле бергенде қозғалтқышта ақау пайда болғанын көрсетеді » , — дейді сарапшы .",audio2/4949.wav
Сондықтан әріптесіміз көтерген мәселелердің біразы шешілген .,audio2/4950.wav
"Театр , кино , балаларға арналған бағдарламалар мен бизнестік іс-шаралардың арасында .",audio2/4951.wav
Өскемен қаласында қоғамдық көліктер тапшы .,audio2/4952.wav
Біз сайлау учаскелері мен сайлау комиссияларының жұмысымен танысып шықтық .,audio2/4953.wav
Облыстағы жағдайы нашар жолдардың бірі Ақтөбе мен Қандыағаш қалаларын байланыстырады .,audio2/4954.wav
Ал қалалық қоғамдық денсаулық сақтау департаменті мен « Нұр Отан » партиясының өкілдері ертең бұл нысанды тексеруге бармақ .,audio2/4955.wav
"Мәселен , Қазақстан Бактериологиялық және уытты қаруды әзірлеп , оларды сақтауға тыйым салу мен жою туралы конвенцияны .",audio2/4956.wav
"Ұйымдастырушылардың айтуынша , жеткіншектерге түске дейін арнайы білім беру қарастырылған .",audio2/4957.wav
"Қазіргі уақытта Министерство Челябинской области , Министерство Казахстана бір дұрыс ( ы ) совместный программа жасау керек .",audio2/4958.wav
Алып шаһарда жұмыс істеуге құлшыныс білдірген шетелдік инвесторлардың саны артып келеді .,audio2/4959.wav
"Жаңа өзіңіз айтып кеткендей , өткен жылы Елбасы жол мәселесі , жол құрылысына тоқталып , әсіресе шалғайдағы Бөкей ордасы ауданы .",audio2/4960.wav
"Авторлардың айтуынша , осы жүйені Қазақстанның кең-байтақ жерінде қолдануға болады .",audio2/4961.wav
Күнделікті тұтынатын тауар бағасын негізсіз қымбаттатуға жол берілмейді .,audio2/4962.wav
Яғни елімізде ауыз сусыз ауыл болмайды .,audio2/4963.wav
Халықтың әлеуметті өзекті мәселелерін талқылауға байланысты заң жобасы қабылданды .,audio2/4964.wav
Кеше облыстық полиция департаменті өз міндеттеріне атүсті қараған дәрігерлердің үстінен қылмыстық іс қозғады .,audio2/4965.wav
Алты елдің ұлттық құрамалары элитаға берілетін қос жолдаманы сарапқа салады .,audio2/4966.wav
"Дәрігерлердің айтуынша , жүрек инфарктімен түскен азамат бүгінде кардиология бөлімінде тиісті ем алып жатыр .",audio2/4967.wav
Су сырғанағынан құлаған оның сол жақ қабырғалары мен жамбас сүйегінің ұршығы сынып кеткен .,audio2/4968.wav
Сіздермен Мәскеуде көрісіп отырғаныма қуаншытымын .,audio2/4969.wav
Қоғамдық кеңестер халыққа жаңағы ең жақын ( і ) азаматтар деп біз ( і ) сенімдіміз .,audio2/4970.wav
Кездесу нәтижелі өтті .,audio2/4971.wav
Ал инфрақұрылымдық жобаларды жүзеге асыруға үш жүз миллион рубльден астам ақша жұмсалды .,audio2/4972.wav
"Әлеуметтік мәселелердің оңтайлы шешілуі партиялардың ( саясу ) саяси стратегиясын күшейтеді , сайлаушылардың таңдау мүмкіндігі кеңейеді .",audio2/4973.wav
Оларды өткізетін арнайы орын бөлу қажет .,audio2/4974.wav
Ал үйде сақтайтын ақша көлемі он бес миллион теңгеден аспауы тиіс .,audio2/4975.wav
Қырық бір адам қаза тапты .,audio2/4976.wav
Азия – Тынық мұхит аймағының жетекші басылымы « Зе дипломат » .,audio2/4977.wav
Азия — Тынық мұхит аймағының жетекші басылымы The Diplomat .,audio2/4978.wav
Болатын Еуразия елдері парламенттері спикерлерінің төртінші кеңесіне ерекше ықылас көрсетіп отыр .,audio2/4979.wav
Мереке қарсаңында алпыс пәтерлі үш көпқабатты тұрғын үй ел игілігіне пайдалануға берілді .,audio2/4980.wav
Франция тарихының көзі .,audio2/4981.wav
Бірінші кезекте бұл сома былтырдан қалған қарызды өтеуге жұмсалыпты .,audio2/4982.wav
"Бір қатарда Олжас Сүлейменовпен , Мұрат Әуезовпен .",audio2/4983.wav
Енді осы тек ауыл ішінде жол ғана қалды .,audio2/4984.wav
"Мысалы , үшін осындай этаптың өзі нені көрсетеді ?",audio2/4985.wav
Бірақ бағасы аспандап тұрған елордада бұндай мүмкіндік жоқтың қасы екені бесенеден белгілі .,audio2/4986.wav
Өткен кезең мен үшін оқиғаға толы болды .,audio2/4987.wav
Аман болыңдар ! Жолдарыңыз барыңыз ашық болсын !,audio2/4988.wav
"Елордада жыл басынан бері дәл осындай жүз жиырма бір көліктің электр сымы зақымданып , жанып кеткен .",audio2/4989.wav
Партияның онжылдыққа арналған он қадамының тоғызыншысы жастарға арналған .,audio2/4990.wav
Бәрі тосын болуы тиіс деп ойлаймын .,audio2/4991.wav
"Ал Виктория Артамонова болса , балаларға арналған бетперделерді әшекейлейді .",audio2/4992.wav
"Соған енді дәрігерлерді сол алып , бір сертификат алса , мамандарды оқытсақ , соған тереңірек оқытсақ , сол алдын алудың .",audio2/4993.wav
Қырық екі мың бес жүз қайтып берілмейтін болса .,audio2/4994.wav
Мынау Нұр-Сұлтан қаласында алты мың он үш жас сарбазбен осы жобаны жүзеге асырып отырмыз .,audio2/4995.wav
Кенет « гүрс » еткен дауыс шықты .,audio2/4996.wav
Қазақ һәм Ресей эстрадасын бағындырған дарынды бала .,audio2/4997.wav
Ауыл шаруашылығында сын көп .,audio2/4998.wav
Қондырғыны алдау мүмкін емес .,audio2/4999.wav
Қасым-Жомарт Тоқаевтың жүз күндік белесі билік транзитінің жолайрығында туындаған көп күдіктің бір нүктесін қойды .,audio2/5000.wav
Себебі Ел Үкіметі келер жылдан бастап шетелден әкелінетін шикі құрақ қантына импорттық баж салығын салмақ .,audio2/5001.wav
Жалғыз адам ештеңе істей алмайды дегенді білдіреді .,audio2/5002.wav
"Наурыз каникулын енгізіп , демалыс күндерін көбейту де ұсынылды .",audio2/5003.wav
Баяғы жартас – сол жартас .,audio2/5004.wav
"Аналар , қыз келіншектер , ең жақсы сөз де , жылы лебіз де , құнды сыйлық та , бәрі-бәрі сіздерге бүгін .",audio2/5005.wav
"« Қауіпті өткелден бөлек , ауылдың ішкі көшелері мен инженерлік жүйелері жөндеуді қажет етеді » , — дейді тұрғындар .",audio2/5006.wav
"Әдебиет адамдарының қоғам ісіне батыл араласуы , тақырыптық арнасының кеңеюі бәрі сонда талқыланған .",audio2/5007.wav
Мемлекет басшылары алдымен шағын құрамда кездесті .,audio2/5008.wav
"Ауыл ішіндегі ой-шұңқырлар мен жертөлелер , құдықтар қаралды .",audio2/5009.wav
Келесі материал Ақмола облысындағы үлгілі отбасы жайында .,audio2/5010.wav
Қазір балабақша толықтай қалпына келтірілді .,audio2/5011.wav
Осылайша алғашқы қазба кезінде-ақ археологтар құнды жәдігерлерге қол жеткізді .,audio2/5012.wav
"Оның ішінде кәсіпкерлерге , заңды және қаржы емес ұйымдарға арналған « Дайын бизнес кілті » бағдарламасы бар .",audio2/5013.wav
Індеттің таралуына жол бермеу үшін Дональд Трамп Еуропадан келгендердің елге кіруіне тыйым салды .,audio2/5014.wav
"Мысалға , қазақстандықтарды ақшаны жұмсаумен бірге жинақтау әдетіне де баулу қажет деп кәміл сенемін .",audio2/5015.wav
Барлығы сынақтан өтіп жатыр .,audio2/5016.wav
Өз деңгейінде қорғалмауына жергілікті жанашыр тұрғындар алаңдап отыр .,audio2/5017.wav
ВВП-ның ішкі жалпы өнімнің өсімі жылдың соңында қанша болмақ ?,audio2/5018.wav
Өйткені ол бала есіктің алдына да жеке шықпайды .,audio2/5019.wav
Бірақ тәртіп өзгерген жоқ .,audio2/5020.wav
"Өзінің туған жерінде , туған өлкесінде ірі-ірі шаралар өтті .",audio2/5021.wav
Сәуірдегі айлық инфляция нөл бүтін оннан бес процент .,audio2/5022.wav
Өзіне қажетті мекеме басшыларынан бастап аудан әкіміне дейін онлайн жүйеде байланысуға мүмкіндігі бар .,audio2/5023.wav
Енді келер жылдан бастап сапалы медициналық қызметке әрбір қазақстандық қол жету .,audio2/5024.wav
"Ақшаңқай киіз үйлер , жайраңдаған қыз бен жігіттер мерекенің сәнін .",audio2/5025.wav
Ал жол талғамайтын қымбат көліктерді қарапайым ауыл тұрғындары сатып ала алмайды .,audio2/5026.wav
"Сосын , ауылдың ( ыы ) су мәселесі .",audio2/5027.wav
"Еліміз бойынша үшінші « Алтын адам » табылған Аралтөбе , алтын әшекейлі әйел мүрдесі шыққан Қорғанша қаласының да талай сырды ішіне бүгіп жатқаны анық .",audio2/5028.wav
Түркістан облысында ірілі-ұсақты жүз отыз мың шаруашылық бар .,audio2/5029.wav
"Сондықтан көкпар мен аударыспақ , теңге ілу мен жамбы атуды жандандырып жүрген орталықта иппотерапия курсы да өтеді .",audio2/5030.wav
Қазір елордада он төрт мыңға жуық үлескер бар .,audio2/5031.wav
Оған қоса жергілікті атқару органдары түрлі имидждік іс-шараларды өткізуге құмар .,audio2/5032.wav
Жағымсыз иісі жанынан жүргізбейді .,audio2/5033.wav
Балаларына лагерьге жолдама беру сияқты мәселелер жан-жақты талқыланды .,audio2/5034.wav
Ол өз кезегінде туристер санының артуына оң әсер етті .,audio2/5035.wav
"Аңызға айналған « Менің атым — Қожа » , « Алпамыс мектепке барады » фильмдерімен миллиондаған бала өсті .",audio2/5036.wav
"Сол кездің өзінде оған шетелдік көшбасшылар көңіл аударып , Батыстың тиісті құрылымдары оның досьесін жинастырды .",audio2/5037.wav
"И оған қоса бір апаттық жағдайлар болса , ( ооо ) оны қолдаймын .",audio2/5038.wav
Бүгінгі шараның атауының астарында тұтас тарихпен қоса сол жаңа буынға жүктелер жауапкершілік жатыр .,audio2/5039.wav
Бұрынғымен салыстырған кезде қазір өте көп гүл сыйлайды қыздарға қазір .,audio2/5040.wav
"Тартпа бауы , үзеңгі , өмілдірігі төрт жүз мың теңге шамасында .",audio2/5041.wav
"Үміткер берілген уақытты толық пайдаланғанымен , шығармада көп қате жіберді .",audio2/5042.wav
Шаһарда көктайғаққа қарсы шаралармен екі мекеме айналысады .,audio2/5043.wav
Бұл мақсатқа республикалық бюджеттен бір миллиард бір жүз миллион теңге қаржы қаралған .,audio2/5044.wav
Бүгін қолданыстағы заңнама шығынды кәсіпорындарды жедел жабуға мүмкіндік бермейді .,audio2/5045.wav
Облыс бойынша тоқсан сегіз елді мекенді су басуы мүмкін .,audio2/5046.wav
"Бірақ біз өзіміз өмір сүретін қоғамның қайырымсыз еместігін түсінуіміз , білуіміз керек .",audio2/5047.wav
Билікке келгенде « алдымен қазақ елімен арадағы байланысты жақсартамын » деп еді .,audio2/5048.wav
Онда президент Владимир Зеленский және өзге де лауазымды тұлғалармен кездесті .,audio2/5049.wav
Бір мың екі жүз елуінші жылдан бастап Египетте құрылған .,audio2/5050.wav
"Көрші елден келіп жатқан хабарға сүйенсек , қазір күн сайын жүздеген науқас дертінен айығып , үйлеріне оралуда .",audio2/5051.wav
"Айбар Төлжанұлы , Аян Сәрсенбаев , Сұлтан Қалдыбеков « Қорытынды жаңалықтар » .",audio2/5052.wav
Сондай-ақ мамыр-маусым айларында жаңбыр мүлде жауған жоқ .,audio2/5053.wav
"Оның айтуынша , ауаны ластап отырған оның үйіне көршілес орналасқан типография .",audio2/5054.wav
Себебі аймақта қирау алдында тұрған баспана тұрғындарына жаңасын ұсынатын бағдарлама жоқ .,audio2/5055.wav
Алматыда ауыр атлетикадан олимпиадалық даярлау орталығының басшысы мен бас есепшісі « пара алды » деген күдікпен ұсталды .,audio2/5056.wav
Ол үшін арнайы туристік полиция құру ұсынысын да жеткізді .,audio2/5057.wav
Соңғы бес жылда газ жабдығын пайдалану ережесін сақтамау салдарынан жиырма өрт дерегі тіркеліпті .,audio2/5058.wav
"Дей тұрғанмен , саябақ әкімшілігі кәсіпкердің бұл пікірімен келіспейді .",audio2/5059.wav
Сонымен қатар технологияға байланысты жаңағы әлгі суды қайтадан жердің астына ( ііі ) кысымменен жіберудің орнына ол азаяды .,audio2/5060.wav
Солар бізге ақшамызды ( ы ) кезінде қайтарып беретін болды .,audio2/5061.wav
Жол құрылысына жауапты мамандар төртжолақты автобанның екеуі биыл ашылатынын айтады .,audio2/5062.wav
Тестілеу шаралары штатты режимде өтіп жатыр .,audio2/5063.wav
Бір балаға табыстың төрттен бірі .,audio2/5064.wav
Оның тоғызы — бала .,audio2/5065.wav
Бұл елдегі « Байланыс туралы » заңның жиырма алтыншы бабы аясында жүзеге асырылып жатыр .,audio2/5066.wav
Бұл дегеніміз — кез келген мәселенің тереңіне үңілмей жұмыс істеу .,audio2/5067.wav
"Азаматтар болатын болса , ( ы ) оған біздің барлық ( ы ) қаржымыз да , мүмкіндігіміз де толығымен жетеді .",audio2/5068.wav
Он төрт мың ( отқа ) отбасыға мына ( і ) барлығын анық-қанығын егжей-тегжейлі тексеру бойынша уақытша тоқтатылып тұр .,audio2/5069.wav
"Иә , арқа төсіндегі құбылмалы күн райы коммуналдық қызметтерді әбден әбігерге салды .",audio2/5070.wav
"Бұл ретте Қазақстан да өзінің артықшылығын пайдаланып , геотермальды энергияны кәдеге жаратса болады .",audio2/5071.wav
Әріптесім Рауан Мыңбаев ретімен баяндасын .,audio2/5072.wav
"Сонымен қатар Еуразиялық экономикалық одақтың зор мүмкіндіктерін пайдаланып , қазіргі көрсеткіштерімізді одан әрі арттыруымыз керек .",audio2/5073.wav
Ол кезде аудан халқының отыз төрт пайызы көгілдір отынға қол жеткізеді .,audio2/5074.wav
Берлиннен Рауан Мыңбаев сөз алады .,audio2/5075.wav
Сондай-ақ өткен тәулікте Ақмола облысындағы Сілеті су қоймасынан жиырма үш миллион текше метр су жіберілген .,audio2/5076.wav
"Абайдың , әл-Фарабидің мерейтойларына дайындық жұмыстарын бастадық .",audio2/5077.wav
"« Шығынға шаш етектен баттық » , — деп отыр .",audio2/5078.wav
"Инвестор табылса , жоба дайын тұр .",audio2/5079.wav
Олардың бір де жеті миллиард теңгесі .,audio2/5080.wav
"Сондықтан біздің халықтың рухы берік болмаса , біздің санамыз өзгермесе , біз әрі қарай үлкен жетістіктерге жете алмаймыз .",audio2/5081.wav
Қазіргі таңда қоғам мен элитаны партия атынан сайланған Президент Қасым-Жомарт Кемелұлы Тоқаевтың .,audio2/5082.wav
"Руслан Бақытбекұлы , Бақытжан Бапаев , Руслан Ахаліллә , « Қорытынды жаңалықтар » .",audio2/5083.wav
Ол үшін алдағы жеті жылға үш жүз елу миллиард теңге бөлінбек .,audio2/5084.wav
Елбасы жол көрсетіп отыр .,audio2/5085.wav
Президент қазақстандықтарды тағы да карантин талаптарын қатаң сақтауға шақырды .,audio2/5086.wav
Негізгі бастамаларына дәл осы жерде мониторинг жүргізілетін болады .,audio2/5087.wav
Көмек атаулы түрде көрсетілуі қажет .,audio2/5088.wav
"Тәуелсіздікті алу бар , тәуелсіздікті қорғай білу бар .",audio2/5089.wav
Елбасын ең қынжылтқан мәселе демографияның нашарлауы болды .,audio2/5090.wav
"Атап айтқанда , Ресей мен Беларусь және Өзбекстан негізгі тұтынушы елдер .",audio2/5091.wav
Ол үшін тұрғындар сегіз жүз мың теңге жинап берді .,audio2/5092.wav
Қазақстандық патриотизм тұрғысынан және қазақстандық өзін-өзі сезіну .,audio2/5093.wav
Бұл қаржы тіпті қар күреуге де жетпей отыр .,audio2/5094.wav
Тәрбиешіні бүгін шақырып жаңа түсініктеме алдық .,audio2/5095.wav
Тілші әңгімесіне құлақ түрсек .,audio2/5096.wav
"Мемлекет басшысы қуатты трансформаторлар жасау процесімен танысып , зауыттың дайын өнімдерін көрді .",audio2/5097.wav
"Тәуелсіз елдің тұтас буындары , тұтас ұрпақтары Елбасы , Тұңғыш Президент Нұрсұлтан Назарбаевқа басқарған жылдары өсті , жетілді , ес жиып , етек жапты .",audio2/5098.wav
"Баласы оңалту-сауықтыру орталығына қабылданса , өзі сауда орталығына жұмысқа орналасты .",audio2/5099.wav
Оның үстіне мемлекет басшылары бизнесті осылай жақындастыруға үнемі мүдделі .,audio2/5100.wav
"Келіссөздер кезінде Иран бір мың тауарына жеңілдік сұраған , бірақ тізім бес жүз екіге дейін қысқартылды .",audio2/5101.wav
"Ал кеше Ақмола облысындағы тасжолда төрт жеңіл көлік соқтығысып , салдарынан жеті адам зардап шекті .",audio2/5102.wav
Бірақ былай платный деген ондай бізде қазір жоқ .,audio2/5103.wav
Бірақ бесінші қаңтардан бастап құжаттарды қабылдау кезінде техникалық ақаулар жұмысқа кедергі келтіріпті .,audio2/5104.wav
Еліміз Сириядағы дағдарысты шешуге де үлес қосып келеді .,audio2/5105.wav
"Сіз әлемдік масштабтағы саясаткерсіз , түркі әлемінің лидерісіз . Сіздің орныңыз біз үшін өзгеше .",audio2/5106.wav
Ақтөбелік Евгений Лазарчук үшін интернеттің игілігі ерекше .,audio2/5107.wav
"Яғни жаңағы біздің берілген экологиялық құжаттарды қайтарып алу , сәйкесінше , жаңағы жұмысын тоқтату жөнінде .",audio2/5108.wav
"Демеушілер тарапынан қосымша ақша бөлініп , біз оған құрылыс материалдарын сатып алып .",audio2/5109.wav
"Себебі негізгі себебі , біздің Қазақстанның азаматтарында таңдау бар .",audio2/5110.wav
Мың тоғыз жүз жетпіс үшінші жылы Азия – Африка жазушыларының конференциясы болды Алматыда .,audio2/5111.wav
Оның ішінде он бір мыңы — балалар .,audio2/5112.wav
Бұның артқы жағында әрбір ( іі ) театр қызметкерлерінің әрбір аулаларға қойған көлігінің ( і ) ұрланған айнасы .,audio2/5113.wav
Осы себепті Ертіс өңіріндегі эпидемиологиялық жағдай тұрақталып келеді .,audio2/5114.wav
"Он сегіз метрлік бетон діңгектер үйдің іргетасын күшейтіп , беріктігін арттырады .",audio2/5115.wav
"Осы қабылданған әрбір заң , ең алдымен , Елбасымыз Нұрсұлтан Әбішұлы Назарбаевтың стратегиялық және әлеуметтік бастамаларын орындауға бағытталды .",audio2/5116.wav
"Сөйтіп , әрбір жасушаны қалпына келтіретін препараттарды қолданады .",audio2/5117.wav
"Тіпті колледжде оқитын ұлымды оқу ақысын төлемегендіктен , оқудан шығарып жіберді .",audio2/5118.wav
"Жалпы айта кететін болсақ , біздің ( ы ) Түркістан облысы бойынша ( сегу ) сегіз жүз сексен тоғыз сайлау учаскесі жұмыс істеді .",audio2/5119.wav
Алды колледжде оқуда .,audio2/5120.wav
"Тағы бір ерекшелігі , жаңа заң жобасында бейбіт жиындар өткізу үшін өкілетті органдардан рұқсат алмай-ақ , ескертсе жеткілікті екендігі көрсетілген .",audio2/5121.wav
ЭКСПО-қалашығындағы бұл нысанға бүгін Елбасы арнайы барды .,audio2/5122.wav
"Қарағанды облысында тоғыз автопарк тіркелгенмен , бағыттардың жетпіс проценті бір қолда көрінеді .",audio2/5123.wav
"— Міне , шәйнек дейсіз бе , тамақ дайындайтын ыдыс дейсіз бе , жататын орны , киім кешегі , азық-түлігі бәрі осы жерде .",audio2/5124.wav
Алексей екеуміз сол жерге шұғыл бардық .,audio2/5125.wav
Балалар төртінші сыныптан кейін қалаға қатынап оқиды .,audio2/5126.wav
Тіпті қазір билетті интернет желісі арқылы да алуға болады .,audio2/5127.wav
"Жиырмасыншы , жиырма бір – жиырма екінші жылы бір мың жарымдай орын Финцентрдің жаңағы ( компенсас ) компенсациясымен жасауға сондай мүмкіндік бар .",audio2/5128.wav
Осы қыран құстарымызға да қамқорлық көбейеді деп ойлаймын .,audio2/5129.wav
Өндірістік жарақат көрсеткіші он жылдан бері өзгермей тұр .,audio2/5130.wav
"Бірінші бағыт — ол ең төменгі табысты көбейту мен ең қажет , мұқтаж отбасыларына қолдау көрсету .",audio2/5131.wav
Себебі екі мың он жетінші жылы бұл көрсеткіш жеті бүтін оннан бір пайыз болған .,audio2/5132.wav
Енді ғылыми-зерттеу жұмыстарының қорытындысы бойынша халықаралық ғылыми конференция өткізбек .,audio2/5133.wav
Қазіргі таңда сезікті қамауға алынды .,audio2/5134.wav
Әсіресе көпбалалы аналардың жағдайы жіті назарда болмақ .,audio2/5135.wav
Қоғам алдына бара алатын әкімдер керек басшылар .,audio2/5136.wav
Әдетте жабық есік форматында өтетін бұл дәстүр биыл да бұзылған жоқ .,audio2/5137.wav
"Жұмыс ауыр , жауапкершілігі жоғары , былайша айтқанда , көтергені — алтын , жегені — жантақ , мұрнынан шаншылып жатады осылай .",audio2/5138.wav
"Ақпарат көздерінің хабарлауынша , дертке шалдыққандардың дені — шекаралас Конго Демократиялық Республикасына барып келгендер .",audio2/5139.wav
Қазақстан үшін Қытай тарапынан құжаттарды реттеу жағы әлдеқайда жеңілдей түседі .,audio2/5140.wav
Қазіргі жағдайда бала жансақтау бөлімінде жатыр .,audio2/5141.wav
"Оны өңдеп , шетелге экспорттау тиімсіз болып қалды .",audio2/5142.wav
Әуекомпаниясы екі мың жиырма екінші жылдың соңына қарай ұшақ санын он беске дейін жеткізуді көздейді .,audio2/5143.wav
Енді бұл бағаларды бүгін-ертең келетін түбіртектен көруге болады .,audio2/5144.wav
Филиал директоры мемлекеттік қызметшіге теңестірілген жұмысты атқару мүмкіндігіне ие болды .,audio2/5145.wav
Төтенше жағдай кезінде жұмысшысының кірісінен айырылғанын дәлелдейтін құжат ұсынуы керек .,audio2/5146.wav
Апатқа байланысты бірнеше құзырлы орган өкілдерінің қатысуымен арнайы комиссия құрылды .,audio2/5147.wav
"Инвестор екінші деңгейлі банктен он бес пайызға несие алса , оның тоғыз пайызын « Даму » қоры субсидиялайды .",audio2/5148.wav
Содан бері тұрақты түрде өткізіліп келеді .,audio2/5149.wav
Енді бір он бір күннен соң еліміздің ( аа ) бәріміз бірге екі мың жиырмасыншы жылды қарсы алатын боламыз .,audio2/5150.wav
Ұшу-қону жолағының жағдайы қалыпты болған .,audio2/5151.wav
Ардагер Жеңіс күнін Германияда қарсы алды .,audio2/5152.wav
— Мен өзіме сенемін .,audio2/5153.wav
"Қазақстан Республикасы Ішкі істер министрлігінің Төтенше жағдайлар департаментінің хабарлауынша , қаза болғандардың саны он беске жетті .",audio2/5154.wav
Ірі холдинг енді Орталық Азиямен байланыс орнатуға дайын .,audio2/5155.wav
Сондықтан Президент ретінде халқымызға мынаны айтқым келеді .,audio2/5156.wav
Іңкәрдің ойыншықтарын ата-анасы бірден көзден тасалапты .,audio2/5157.wav
"Сол кісі , жаңағы , бала суға түсіп кеткенде құтқару барысында , жаңағы , судын ағысынан баланы шығарып , өзі қаза тапты .",audio2/5158.wav
Мұндай плюрализмдік құбылыс — қоғамның демократиялық дамуының айқын белгісі .,audio2/5159.wav
Нұрсұлтан Назарбаевтың Мәскеу университеті қабырғасында айтқан бастамасы бүгінде интеграция идеясының жүзеге асуына себеп болып отыр .,audio2/5160.wav
Байқоңыр қаласында соңғы отыз жылда салынған алғашқы бес тұрғын үй пайдалануға берілді .,audio2/5161.wav
"Барлығы жасап жатқан шаруамыз еліміз аман , жұртымыз тыныш болсын , тәуелсіздігіміз ұзағынан болсын деген тілекпенен жасап жатырмыз .",audio2/5162.wav
"Айта кетейік , қолданысқа берілген бір жүз сексен жаңа пәтердің отыз жетісі жетім балаларға .",audio2/5163.wav
"Оның саудасы , қаржылық операциялары бойынша жұмыс орындары ашылып , жаңа табыс көздері пайда болады .",audio2/5164.wav
"Алайда сөзі мен әні үйлескен , орындаушысын тапқан әндер саусақпен санарлық .",audio2/5165.wav
Асқар Мамин қалған тоғыз жүз бес жеке тұрғын үй мен .,audio2/5166.wav
Ал санитар мамандардың ықпалымен шеттетілген балалардың қайда барары тіптен белгісіз .,audio2/5167.wav
Бұл ретте Елбасы Нұрсұлтан Назарбаевтың еңбегі зор .,audio2/5168.wav
Ол үшін екі мың жиырма бір – жиырма бесінші жылдарға арналған мемлекеттік бағдарлама әзірленеді .,audio2/5169.wav
"Оларға еріктілер қосылып , барлығы екі жүзден астам адам қаланы бастан-аяқ сүзіп шықты .",audio2/5170.wav
"Қоныс орналасқан аумақ үлкен болғандықтан , зерттеу жұмыстары бірнеше жылға созылуы ықтимал .",audio2/5171.wav
"Себебі Гена еліміз , мына еліміз дейміз-ау , тіпті жаһан жұртының сүйікті боксшысына айналып үлгерді емес пе ?",audio2/5172.wav
"Мансұр Есқожин , Айнадин Молдабеков , « Қорытынды жаңалықтар » , Ақтөбе облысы .",audio2/5173.wav
Өңірлердегі мектеп директорлары үлкен кабинеттерін оқушыларға босатып беріп жатыр .,audio2/5174.wav
Мұның өзі он бес миллиард теңгені үнемдейді екен .,audio2/5175.wav
Қалғаны келесі жылға өтпелі .,audio2/5176.wav
